                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    469,                 1.0568,                0.58742,                0.85261,                0.73642,                0.68832,                0.74853,                0.40713,                 1.4404,                0.80239,                0.95552,              0.0008963,              0.0008963,              0.0008963
                    470,                 1.0425,                0.61048,                0.84579,                0.72064,                0.67575,                0.73249,                0.39556,                 1.4694,                0.81598,                0.96016,             0.00089465,             0.00089465,             0.00089465
                    471,                  1.091,                0.62978,                0.84904,                0.72064,                0.67575,                0.73249,                0.39556,                 1.4694,                0.81598,                0.96016,               0.000893,               0.000893,               0.000893
                    472,                 1.0785,                0.58283,                0.85295,                0.72395,                0.66376,                0.72267,                0.39005,                 1.4873,                  0.806,                0.96308,             0.00089134,             0.00089134,             0.00089134
                    473,                  1.108,                0.56026,                 0.8603,                0.72395,                0.66376,                0.72267,                0.39005,                 1.4873,                  0.806,                0.96308,             0.00088969,             0.00088969,             0.00088969
                    474,                 1.0866,                0.56368,                0.87159,                0.73822,                0.68016,                0.72874,                0.39863,                 1.4665,                  0.795,                0.95993,             0.00088804,             0.00088804,             0.00088804
                    475,                 1.0399,                0.59578,                0.86024,                0.73822,                0.68016,                0.72874,                0.39863,                 1.4665,                  0.795,                0.95993,             0.00088639,             0.00088639,             0.00088639
                    476,                0.97718,                0.55458,                0.85018,                0.73429,                0.67294,                0.71962,                0.39948,                 1.4601,                0.79547,                0.96417,             0.00088474,             0.00088474,             0.00088474
                    477,                 1.0671,                0.55798,                0.85558,                0.73429,                0.67294,                0.71962,                0.39948,                 1.4601,                0.79547,                0.96417,             0.00088309,             0.00088309,             0.00088309
                    478,                 1.0074,                0.55609,                0.86764,                0.75796,                0.66951,                0.71792,                0.40162,                 1.4592,                0.79211,                0.97044,             0.00088144,             0.00088144,             0.00088144
                    479,                 1.0408,                0.56697,                0.85311,                0.75796,                0.66951,                0.71792,                0.40162,                 1.4592,                0.79211,                0.97044,             0.00087979,             0.00087979,             0.00087979
                    480,                 1.0772,                0.57606,                0.85757,                0.75007,                0.68149,                0.72026,                0.40802,                 1.4499,                0.79156,                 0.9689,             0.00087814,             0.00087814,             0.00087814
                    481,                 1.0762,                0.56014,                0.86199,                0.75007,                0.68149,                0.72026,                0.40802,                 1.4499,                0.79156,                 0.9689,             0.00087649,             0.00087649,             0.00087649
                    482,                 1.0754,                0.56659,                0.86878,                0.77188,                0.68606,                0.73245,                  0.411,                  1.449,                0.78628,                0.96412,             0.00087484,             0.00087484,             0.00087484
                    483,                 0.9837,                0.55014,                0.84808,                0.77188,                0.68606,                0.73245,                  0.411,                  1.449,                0.78628,                0.96412,             0.00087319,             0.00087319,             0.00087319
                    484,                 1.0399,                 0.5712,                0.84584,                0.73632,                0.69752,                0.74135,                 0.3992,                 1.4962,                0.79396,                0.96702,             0.00087154,             0.00087154,             0.00087154
                    485,                 1.0832,                0.62225,                 0.8658,                0.73632,                0.69752,                0.74135,                 0.3992,                 1.4962,                0.79396,                0.96702,             0.00086989,             0.00086989,             0.00086989
                    486,                 1.0665,                0.57299,                0.84721,                0.73143,                0.67391,                 0.7241,                0.38499,                 1.5308,                0.79604,                0.97261,             0.00086824,             0.00086824,             0.00086824
                    487,                 1.1012,                0.59214,                0.87521,                0.73143,                0.67391,                 0.7241,                0.38499,                 1.5308,                0.79604,                0.97261,             0.00086659,             0.00086659,             0.00086659
                    488,                 1.0685,                0.58171,                0.86143,                 0.7121,                0.68288,                0.71495,                0.38646,                 1.5099,                0.78852,                0.96846,             0.00086494,             0.00086494,             0.00086494
                    489,                 1.0467,                0.55914,                0.84591,                 0.7121,                0.68288,                0.71495,                0.38646,                 1.5099,                0.78852,                0.96846,             0.00086329,             0.00086329,             0.00086329
                    490,                 1.0385,                0.56496,                 0.8534,                0.73345,                0.70357,                0.73871,                0.39845,                 1.4586,                0.76837,                0.95987,             0.00086164,             0.00086164,             0.00086164
                    491,                 1.0196,                0.54751,                0.86346,                0.73345,                0.70357,                0.73871,                0.39845,                 1.4586,                0.76837,                0.95987,             0.00085999,             0.00085999,             0.00085999
                    492,                 1.0136,                 0.5413,                0.84684,                0.74149,                0.73083,                0.75908,                0.40975,                 1.4302,                0.74251,                0.95838,             0.00085834,             0.00085834,             0.00085834
                    493,                 1.0052,                0.54857,                0.84334,                0.74149,                0.73083,                0.75908,                0.40975,                 1.4302,                0.74251,                0.95838,             0.00085669,             0.00085669,             0.00085669
                    494,                 1.0412,                0.54552,                0.84943,                0.76045,                0.74689,                0.78227,                0.41288,                 1.4491,                0.73926,                0.96458,             0.00085504,             0.00085504,             0.00085504
                    495,                  1.081,                0.58067,                0.85525,                0.76045,                0.74689,                0.78227,                0.41288,                 1.4491,                0.73926,                0.96458,             0.00085339,             0.00085339,             0.00085339
                    496,                 1.0121,                0.54871,                0.85383,                0.75855,                0.74279,                0.78374,                0.41678,                 1.4643,                0.74588,                0.96828,             0.00085174,             0.00085174,             0.00085174
                    497,                  1.029,                0.54221,                0.84653,                0.75855,                0.74279,                0.78374,                0.41678,                 1.4643,                0.74588,                0.96828,             0.00085009,             0.00085009,             0.00085009
                    498,                0.99766,                0.53918,                0.84966,                0.77715,                0.73323,                0.77461,                0.41397,                 1.4738,                0.74676,                0.96625,             0.00084844,             0.00084844,             0.00084844
                    499,                0.98939,                0.54174,                0.85114,                0.77715,                0.73323,                0.77461,                0.41397,                 1.4738,                0.74676,                0.96625,             0.00084679,             0.00084679,             0.00084679
                    500,                 1.0584,                0.62603,                0.85263,                0.80112,                 0.7104,                0.76865,                0.40929,                 1.4909,                0.74809,                0.96814,             0.00084514,             0.00084514,             0.00084514
                    501,                 1.0268,                0.56556,                0.85453,                0.80112,                 0.7104,                0.76865,                0.40929,                 1.4909,                0.74809,                0.96814,             0.00084349,             0.00084349,             0.00084349
                    502,                0.98814,                0.52404,                0.85551,                0.78501,                0.70396,                0.75715,                0.40921,                 1.4759,                0.74837,                0.96464,             0.00084184,             0.00084184,             0.00084184
                    503,                  1.069,                0.57053,                0.85214,                0.78501,                0.70396,                0.75715,                0.40921,                 1.4759,                0.74837,                0.96464,             0.00084018,             0.00084018,             0.00084018
                    504,                  1.066,                0.57814,                0.86217,                0.77334,                0.70636,                0.75847,                 0.4096,                 1.4624,                0.75129,                0.96448,             0.00083853,             0.00083853,             0.00083853
                    505,                0.96952,                0.54235,                0.84483,                0.77334,                0.70636,                0.75847,                 0.4096,                 1.4624,                0.75129,                0.96448,             0.00083688,             0.00083688,             0.00083688
                    506,                 1.0498,                0.55737,                0.85668,                0.76564,                0.71294,                0.75875,                0.41483,                  1.462,                0.75269,                0.96629,             0.00083523,             0.00083523,             0.00083523
                    507,                 0.9857,                0.52809,                0.84823,                0.76564,                0.71294,                0.75875,                0.41483,                  1.462,                0.75269,                0.96629,             0.00083358,             0.00083358,             0.00083358
                    508,                 1.0282,                0.55345,                0.87085,                0.76203,                0.73418,                0.77154,                0.41798,                  1.456,                0.75901,                0.96274,             0.00083193,             0.00083193,             0.00083193
                    509,                 1.0058,                0.54901,                0.84971,                0.76203,                0.73418,                0.77154,                0.41798,                  1.456,                0.75901,                0.96274,             0.00083028,             0.00083028,             0.00083028
                    510,                 1.0086,                  0.547,                0.85523,                 0.7492,                0.72555,                 0.7544,                0.42016,                 1.4517,                0.76809,                 0.9616,             0.00082863,             0.00082863,             0.00082863
                    511,                0.99093,                0.53265,                0.84724,                 0.7492,                0.72555,                 0.7544,                0.42016,                 1.4517,                0.76809,                 0.9616,             0.00082698,             0.00082698,             0.00082698
                    512,                 1.0966,                0.55855,                0.84882,                0.75579,                0.72719,                0.75097,                0.41769,                 1.4557,                0.77772,                0.96075,             0.00082533,             0.00082533,             0.00082533
                    513,                 1.0118,                0.53888,                0.84678,                0.75579,                0.72719,                0.75097,                0.41769,                 1.4557,                0.77772,                0.96075,             0.00082368,             0.00082368,             0.00082368
                    514,                0.98247,                0.53275,                0.85289,                0.75326,                0.73558,                0.76653,                0.41714,                 1.4549,                0.78214,                0.95909,             0.00082203,             0.00082203,             0.00082203
                    515,                 1.0163,                0.54222,                0.86003,                0.75326,                0.73558,                0.76653,                0.41714,                 1.4549,                0.78214,                0.95909,             0.00082038,             0.00082038,             0.00082038
                    516,                 1.0292,                0.54555,                0.86144,                0.75403,                0.72368,                0.76393,                0.41417,                 1.4517,                 0.7777,                0.96106,             0.00081873,             0.00081873,             0.00081873
                    517,                 1.0254,                0.55449,                 0.8529,                0.75403,                0.72368,                0.76393,                0.41417,                 1.4517,                 0.7777,                0.96106,             0.00081708,             0.00081708,             0.00081708
